City,State,Cost of Living Index,total_crime,Average Income,latitude,longitude,temp_month_1,precip_month_1,temp_month_2,precip_month_2,temp_month_3,precip_month_3,temp_month_4,precip_month_4,temp_month_5,precip_month_5,temp_month_6,precip_month_6,temp_month_7,precip_month_7,temp_month_8,precip_month_8,temp_month_9,precip_month_9,temp_month_10,precip_month_10,temp_month_11,precip_month_11,temp_month_12,precip_month_12,avg_annual_temp,avg_annual_precip
Abilene,TX,89.1,12,58181.0,32.44645,-99.7475905,9.98,21.13,9.57,37.34,14.22,31.28,17.62,33.85,22.91,138.74,27.25,86.62,30.51,53.69,31.88,9.71,28.1,78.95,19.6,86.41,13.38,4.46,10.67,38.48,19.64083333333333,51.72166666666667
Adrian,MI,90.5,3,51391.0,41.8975152,-84.0373054,0.42,66.77,0.74,107.46,3.27,94.89,9.86,66.32,15.13,27.06,20.11,62.2,22.55,161.27,20.85,82.56,18.48,41.14,12.51,87.23,4.97,23.36,4.44,50.6,11.110833333333334,72.57166666666667
Akron,OH,89.4,9,64598.0,41.083064,-81.518485,2.97,110.18,4.23,45.57,4.68,81.22,11.47,76.96,15.1,36.59,18.68,48.79,22.51,120.23,20.84,138.86,18.54,13.16,13.01,73.45,5.17,28.71,4.73,55.16,11.827499999999999,69.07333333333334
Alamogordo,NM,85.8,0,43353.0,32.8998822,-105.9602081,5.02,16.65,6.28,10.09,10.65,6.55,14.94,0.0,20.74,14.21,24.82,12.85,29.54,28.89,27.13,53.55,23.51,41.32,17.51,11.36,10.17,8.42,5.86,20.2,16.347499999999997,18.674166666666668
Albany,GA,87.3,12,47803.0,31.5782062,-84.1556809,12.05,172.41,16.01,70.67,16.89,84.59,19.33,89.16,22.1,90.34,25.46,189.9,28.13,119.86,28.59,105.55,24.82,51.67,19.22,54.59,14.16,47.33,11.12,128.76,19.823333333333334,100.40249999999997
Albany,OR,105.4,0,57016.0,44.6365071,-123.1059324,5.55,81.47,4.35,62.85,6.03,125.46,9.68,144.04,15.56,12.0,17.44,5.35,20.8,0.25,22.03,4.63,16.97,64.28,12.75,75.57,7.46,130.45,7.24,200.39,12.155000000000001,75.56166666666665
Albany,NY,100.1,36,78464.0,42.6511674,-73.754968,0.81,91.41,0.04,35.71,2.83,91.86,11.42,93.72,14.59,46.59,19.41,101.83,24.15,196.16,20.99,127.11,18.57,125.62,13.86,89.31,4.14,46.56,3.33,143.53,11.178333333333335,99.1175
Albertville,AL,90.9,0,48602.0,34.2675937,-86.2088669,9.11,167.31,11.34,131.56,12.57,167.84,15.55,152.13,19.64,79.56,23.47,80.31,25.78,109.66,25.7,159.9,22.66,32.24,17.24,13.92,11.78,45.11,7.98,119.28,16.901666666666667,104.90166666666666
Albuquerque,NM,92.9,293,58895.0,35.0841034,-106.650985,2.15,7.16,3.62,9.65,7.37,18.08,12.92,0.22,18.6,10.06,22.54,2.85,28.99,2.53,25.96,29.75,21.5,23.76,15.43,0.97,7.41,24.43,3.32,28.62,14.150833333333333,13.173333333333334
Alexandria,LA,86.2,4,56169.0,31.3119463,-92.4453558,13.06,212.17,14.41,119.25,17.3,88.51,18.38,129.55,23.41,65.31,27.75,74.65,29.28,67.8,31.42,9.26,26.82,43.46,20.87,19.29,13.95,83.01,11.32,80.57,20.664166666666663,82.73583333333333
Allentown,PA,98.9,3,65898.0,40.6022059,-75.4712794,4.08,107.74,2.94,28.19,4.79,70.28,12.45,113.44,15.05,26.28,19.83,114.47,24.6,162.93,22.14,125.1,19.19,134.45,13.73,40.23,5.22,74.16,4.54,206.17,12.38,100.28666666666665
Altoona,PA,90.8,2,57782.0,40.518681,-78.394736,2.82,90.39,2.99,49.58,3.58,68.43,11.2,76.25,13.93,41.39,18.13,102.03,22.51,134.62,20.96,123.84,17.49,82.64,12.33,81.13,4.89,57.25,3.87,72.96,11.225,81.70916666666666
Amarillo,TX,88.2,0,58933.0,35.20729,-101.8371192,4.66,6.23,6.04,6.23,9.51,7.93,13.65,20.58,19.29,151.96,23.0,108.14,27.22,47.17,27.38,16.59,23.9,27.66,16.09,11.87,9.81,8.08,5.9,43.37,15.537500000000001,37.98416666666667
Ames,IA,91.5,22,55798.0,42.0267567,-93.6170448,-4.53,70.51,-2.65,75.9,1.66,34.3,10.09,72.06,17.52,88.5,22.16,86.63,22.54,89.14,23.16,95.75,20.07,60.61,12.3,73.93,4.78,3.35,1.79,41.19,10.740833333333333,65.98916666666668
Anchorage,AK,110.7,28,,61.2163129,-149.894852,6.93,360.03,5.03,304.08,5.82,204.7,7.77,349.87,12.96,12.84,13.0,17.34,15.03,37.9,16.77,26.39,14.07,126.07,11.6,338.27,7.54,347.59,8.23,504.83,10.395833333333334,219.15916666666666
Ann Arbor,MI,99.3,109,77537.0,42.2813722,-83.7484616,-0.21,63.13,-0.33,75.86,2.14,97.06,8.84,68.07,14.16,28.77,18.9,81.6,21.72,117.82,19.83,138.56,17.8,49.19,11.34,58.27,3.22,29.61,3.53,60.43,10.078333333333333,72.36416666666666
Anniston,AL,85.7,0,44737.0,33.6624824,-85.8283224,9.86,207.72,12.67,124.66,13.56,146.84,16.29,128.44,20.21,133.86,23.7,93.82,26.54,96.93,26.5,127.43,23.09,63.7,17.39,23.7,11.92,29.22,8.37,83.0,17.508333333333333,104.94333333333337
Appleton,WI,90.7,14,64867.0,44.2613967,-88.4069744,-2.96,35.06,-3.89,70.25,-0.5,87.46,8.2,83.83,13.38,44.66,19.27,73.78,21.41,80.34,20.32,76.87,18.14,38.53,10.73,121.37,2.65,19.64,1.41,32.95,9.013333333333334,63.72833333333333
Asheville,NC,103.3,8,66288.0,35.595363,-82.5508407,6.1,117.08,9.12,79.72,9.31,67.69,13.25,122.61,16.65,86.11,19.43,71.8,23.79,94.68,23.21,127.8,20.21,45.23,13.98,21.73,8.56,23.68,5.72,126.93,14.110833333333334,82.08833333333332
Ashtabula,OH,87.4,0,50508.0,41.8647873,-80.7841284,2.11,108.7,1.89,70.44,2.75,86.05,9.99,77.93,13.06,31.6,18.18,79.89,21.99,122.14,20.29,94.12,18.15,15.36,13.29,85.87,5.47,46.17,4.61,57.7,10.981666666666667,72.9975
Athens,OH,88.5,27,42018.0,39.355589,-82.0610404,3.78,144.83,5.1,58.64,6.24,80.73,12.08,95.13,15.17,60.53,18.87,82.24,23.23,97.98,21.75,71.7,18.91,20.93,13.77,87.23,6.1,44.03,4.8,69.19,12.483333333333334,76.09666666666668
Athens,TX,92.9,3,52297.0,32.2044416,-95.854914,10.74,79.61,11.7,127.56,15.2,121.38,16.47,152.67,22.69,129.18,27.22,53.04,29.81,25.64,31.82,22.21,27.63,104.04,19.52,148.18,13.34,37.27,10.14,75.98,19.689999999999998,89.73
Athens,GA,95.0,32,43899.0,33.9597677,-83.376398,9.35,230.79,12.69,92.4,13.3,116.05,16.12,161.82,19.59,73.91,22.9,203.05,26.58,123.12,26.33,146.11,22.67,11.25,17.29,35.3,11.6,38.72,8.58,112.41,17.250000000000004,112.0775
Atlanta,GA,100.3,156,106131.0,33.7489924,-84.3902644,9.94,218.98,12.93,80.96,13.33,158.83,16.25,144.66,20.15,55.54,23.63,101.66,27.25,87.78,26.98,164.81,22.91,47.76,17.45,45.07,12.29,44.57,8.87,94.04,17.664999999999996,103.72166666666664
Atlantic City,NJ,102.0,6,60493.0,39.3642852,-74.4229351,6.55,72.37,5.69,39.57,7.05,49.94,13.31,158.6,15.1,45.22,20.09,71.58,25.24,117.89,23.74,66.76,21.31,167.99,16.02,36.79,8.41,60.14,6.8,160.61,14.109166666666667,87.28833333333334
Auburn,NY,93.7,0,53644.0,42.9320202,-76.5672029,0.27,103.25,-0.7,47.19,0.9,98.87,9.56,118.86,12.25,58.4,17.92,144.98,21.8,99.06,19.2,120.23,16.82,73.73,12.43,92.37,3.42,58.87,3.0,135.32,9.739166666666668,95.9275
Auburn,AL,91.9,53,48511.0,32.6098566,-85.4807825,10.34,218.86,14.02,68.32,14.67,167.77,17.36,123.38,20.38,70.21,23.88,200.45,26.81,131.2,26.93,140.81,23.48,59.5,17.64,89.1,12.02,82.66,8.93,75.13,18.038333333333334,118.94916666666666
Augusta,GA,91.6,12,45441.0,33.4709714,-81.9748429,10.79,188.1,14.35,118.82,14.81,128.87,17.97,122.7,20.53,124.94,24.65,139.44,28.26,165.8,28.07,147.47,23.77,77.36,18.43,81.88,12.95,43.44,10.22,103.8,18.73333333333333,120.21833333333335
Augusta,ME,100.0,1,58278.0,44.3169922,-69.7734278,-1.8,143.74,-4.15,39.99,1.36,62.95,7.41,91.89,12.94,152.63,16.51,154.71,22.26,146.11,19.26,168.07,17.69,88.78,12.47,126.92,2.01,72.38,0.05,216.35,8.834166666666667,122.04333333333334
Austin,TX,106.6,107,91887.0,30.2711286,-97.7436995,12.45,30.6,12.84,48.47,18.0,39.42,19.07,123.78,24.01,94.64,29.31,43.17,31.54,2.14,32.34,3.16,29.51,39.43,21.5,173.19,14.71,32.85,12.42,57.52,21.474999999999998,57.36416666666667
Bakersfield,CA,102.9,44,47350.0,35.3738712,-119.019463,9.68,64.0,10.71,73.01,12.06,82.44,18.15,0.27,21.51,8.9,23.32,9.57,30.64,0.27,28.59,4.18,24.19,0.04,20.79,7.96,14.93,2.36,12.32,20.05,18.9075,22.754166666666666
Baltimore,MD,107.0,172,,39.2908816,-76.610759,7.32,49.06,7.54,54.76,8.78,42.33,16.29,101.73,17.95,15.33,22.86,119.64,27.82,133.41,26.12,75.93,22.98,125.65,17.12,31.18,8.93,80.04,7.32,182.46,15.919166666666667,84.29333333333334
Bangor,ME,98.0,5,53978.0,44.8016255,-68.7713289,-2.16,164.51,-5.35,33.1,0.88,49.33,6.83,53.03,12.38,86.7,16.43,149.35,22.54,111.54,19.22,171.13,17.56,94.85,12.37,163.99,1.49,68.14,-0.28,191.73,8.4925,111.45
Barnstable Town,MA,122.4,0,,41.6514957,-70.2825962008632,4.27,240.88,1.97,58.14,4.27,96.27,9.82,86.91,12.88,58.39,17.15,132.67,23.21,61.15,20.77,189.82,19.2,155.42,14.31,67.89,6.04,38.38,5.27,111.78,11.596666666666666,108.14166666666667
Baton Rouge,LA,91.1,130,66726.0,30.4494155,-91.1869659,14.32,226.45,15.78,84.56,18.57,70.65,19.85,183.21,24.41,104.54,28.37,71.61,29.48,83.44,30.73,40.06,27.26,30.92,20.91,26.47,14.88,64.42,12.26,202.67,21.401666666666667,99.08333333333333
Battle Creek,MI,85.9,1,47947.0,42.3192548,-85.1824269,0.23,61.09,0.16,102.29,2.29,136.93,9.7,90.61,14.82,44.44,20.12,27.65,22.44,160.65,20.4,74.86,18.26,40.07,11.76,130.66,4.32,43.68,3.7,54.81,10.683333333333332,80.645
Bay City,MI,85.4,0,52579.0,43.5944677,-83.8888648,-0.04,52.03,-1.19,74.78,1.31,69.0,9.12,88.8,13.62,23.28,19.4,50.84,22.07,167.33,19.82,161.49,17.92,34.99,11.8,80.59,3.65,49.76,3.38,45.79,10.071666666666665,74.89
Beaumont,TX,88.6,14,50131.0,30.0860459,-94.1018461,14.41,140.13,15.54,49.02,18.87,39.95,19.75,155.18,24.52,148.12,28.16,92.65,29.86,75.02,31.36,10.26,28.22,85.44,21.71,35.37,15.06,83.47,12.94,138.24,21.7,87.7375
Beaver Dam,WI,92.9,0,55856.0,43.4577692,-88.837329,-2.85,34.27,-4.1,73.9,0.52,67.99,8.3,75.7,14.96,34.39,20.27,34.85,22.09,85.45,20.96,137.88,18.49,69.53,11.17,72.36,2.68,25.06,1.16,35.55,9.470833333333333,62.244166666666665
Beckley,WV,80.0,0,51780.0,37.7781702,-81.1881557,3.61,75.61,5.92,134.55,6.37,60.54,11.9,91.25,14.17,106.62,17.43,55.33,21.68,154.98,20.6,112.6,17.72,109.67,12.47,48.45,5.63,49.01,4.06,81.65,11.796666666666667,90.02166666666669
Bellingham,WA,111.6,62,62095.0,48.7544012,-122.478836,5.76,58.07,3.97,54.97,6.39,58.58,8.27,62.5,15.1,24.64,15.58,22.83,18.07,18.24,18.7,12.85,14.89,36.64,11.57,82.07,7.0,112.18,7.11,158.6,11.03416666666667,58.51416666666666
Bend,OR,115.9,2,81025.0,44.0581728,-121.3153096,0.75,18.27,0.27,7.86,0.62,27.16,6.34,9.66,12.75,37.61,15.58,2.07,20.31,0.03,19.66,3.23,13.55,29.89,9.6,12.55,4.13,14.81,3.22,42.27,8.898333333333332,17.117500000000003
Billings,MT,95.7,12,68959.0,45.7874957,-108.49607,-2.21,7.24,-2.5,19.87,-1.62,26.22,7.26,19.72,16.12,58.04,18.33,183.2,22.73,17.08,22.63,25.73,17.84,18.84,8.26,53.17,4.17,1.59,1.63,6.8,9.386666666666667,36.45833333333333
Binghamton,NY,93.3,17,52147.0,42.098698,-75.9125187,0.68,84.2,-0.32,45.79,1.6,72.53,10.34,89.62,12.74,48.56,18.02,114.98,22.4,150.78,19.49,182.49,17.03,79.32,12.44,98.54,3.25,39.54,2.93,143.59,10.05,95.82833333333332
Birmingham,AL,90.7,64,71275.0,33.5206824,-86.8024326,9.92,197.39,12.62,115.07,13.56,115.19,16.94,161.83,21.24,71.57,24.98,59.44,27.21,139.91,27.21,147.97,24.19,47.06,18.29,10.24,12.05,23.95,8.85,113.83,18.088333333333335,100.28750000000001
Bismarck,ND,93.1,7,75321.0,46.808327,-100.783739,-10.23,5.69,-8.59,11.33,-9.84,34.6,2.32,15.52,15.87,76.87,20.86,120.47,20.28,33.06,20.59,75.79,17.04,73.44,7.21,40.79,0.06,2.65,-2.47,10.47,6.091666666666668,41.723333333333336
Blacksburg,VA,94.5,33,,37.2296566,-80.4136767,5.01,72.07,7.45,81.25,8.17,48.29,12.93,116.6,15.52,95.62,18.33,80.42,23.18,101.21,21.93,59.14,18.74,84.84,14.01,27.45,6.84,45.18,5.07,109.41,13.098333333333334,76.79
Bloomington,IN,92.4,150,,39.1670396,-86.5342881,2.88,94.59,4.69,68.02,5.48,179.52,11.82,90.12,16.57,76.95,20.5,64.94,23.49,167.31,21.98,135.83,19.3,21.41,13.72,54.56,6.42,24.4,4.44,44.83,12.6075,85.20666666666666
Bloomsburg,PA,93.2,3,52692.0,41.0044958,-76.4537302,2.72,83.48,2.16,25.47,3.59,62.54,11.62,113.11,13.96,43.63,18.89,114.96,23.02,189.96,21.1,151.4,18.19,128.76,12.8,92.28,4.39,43.04,3.05,119.82,11.290833333333333,97.37083333333332
Bluefield,WV,81.2,5,48086.0,37.2698395,-81.2223195,3.39,84.17,5.72,121.08,5.52,65.66,11.24,100.24,13.23,169.04,16.72,56.13,20.8,135.12,19.63,102.52,17.33,41.89,11.23,44.76,5.23,40.36,3.22,92.32,11.104999999999999,87.77416666666666
Boise City,ID,100.3,0,,43.6166163,-116.200886,-0.33,23.41,0.57,17.3,2.99,77.03,8.47,23.43,17.32,31.86,18.92,34.44,25.64,1.4,23.55,27.76,18.08,10.57,11.65,28.04,4.99,33.02,1.51,41.68,11.113333333333335,29.161666666666665
Boston,MA,132.6,105,107027.0,42.3554334,-71.060511,3.1,157.99,1.35,36.59,4.47,133.87,10.33,80.49,14.68,79.3,18.55,107.3,23.82,253.32,21.36,151.27,19.1,147.4,14.34,51.71,5.22,54.07,4.37,180.35,11.724166666666669,119.47166666666668
Boulder,CO,118.7,86,100242.0,40.0149856,-105.270545,-2.77,20.33,-0.72,17.93,1.04,25.29,7.38,48.92,13.62,116.95,16.78,125.58,22.07,41.02,21.42,66.86,17.34,36.54,9.77,19.68,5.25,15.17,1.61,16.92,9.399166666666666,45.9325
Bowling Green,KY,87.0,14,48546.0,36.9903199,-86.4436018,7.22,143.2,9.1,96.29,9.88,132.09,14.57,83.55,19.37,111.53,22.78,95.93,26.15,139.7,24.82,123.27,21.79,62.57,16.02,57.59,10.15,47.26,6.75,68.03,15.716666666666667,96.75083333333335
Bozeman,MT,125.3,17,87254.0,45.6794293,-111.044047,-6.17,22.5,-4.72,14.27,-3.05,33.37,3.94,27.26,13.31,37.21,14.7,123.39,19.89,20.8,19.33,45.91,14.73,51.72,6.51,35.41,2.21,7.81,-1.32,13.31,6.613333333333333,36.080000000000005
Brainerd,MN,97.9,3,56919.0,46.3580221,-94.2008288,-8.53,30.35,-9.56,28.87,-6.08,41.35,3.54,65.75,15.24,37.22,20.83,77.87,20.36,13.11,20.2,73.88,18.0,112.7,9.0,52.37,0.28,18.3,-1.07,91.48,6.850833333333334,53.60416666666666
Branson,MO,89.5,0,48862.0,36.6440772,-93.2169256,4.63,81.84,6.04,80.36,8.5,210.51,14.16,45.17,19.23,114.78,23.71,50.39,26.6,128.68,26.16,143.6,21.64,119.33,15.34,70.59,8.89,20.91,6.1,52.65,15.083333333333336,93.23416666666668
Bremerton,WA,115.0,6,73841.0,47.5653663,-122.6246836,5.73,110.57,4.99,68.8,6.81,73.04,9.21,129.57,15.81,18.92,16.45,27.91,19.76,4.56,20.54,7.11,16.26,70.36,12.21,78.98,7.16,99.5,7.03,242.62,11.83,77.66166666666668
Brownsville,TX,87.8,2,38523.0,25.9024289,-97.4981698,19.63,5.63,19.39,5.19,23.54,45.63,23.73,105.61,27.48,132.69,30.62,28.45,31.27,23.28,31.88,26.83,31.03,17.8,25.85,54.57,19.69,128.42,18.9,14.99,25.250833333333333,49.090833333333336
Brunswick,GA,94.4,5,62751.0,31.1499528,-81.4914894,13.63,73.92,17.54,84.53,18.06,69.1,20.65,127.35,22.28,80.41,26.02,120.37,28.88,163.82,28.65,145.29,25.79,186.84,20.98,59.72,16.17,37.73,13.67,146.14,21.026666666666664,107.93499999999999
Buffalo,NY,97.3,69,62207.0,42.8867166,-78.8783922,0.59,92.97,0.44,61.96,1.77,92.5,9.13,100.56,12.98,33.92,18.62,71.8,22.21,150.98,20.07,101.54,18.27,50.67,12.77,77.83,4.79,56.98,4.28,105.28,10.493333333333334,83.0825
Burlington,NC,91.8,0,51405.0,36.0956918,-79.4377991,7.72,125.45,10.27,79.52,10.74,68.9,15.27,162.89,17.48,60.73,21.41,112.41,26.16,152.65,24.9,86.26,21.03,101.72,15.83,41.99,9.42,47.13,7.35,164.41,15.631666666666666,100.33833333333335
Burlington,VT,112.8,39,76222.0,44.4761601,-73.212906,-1.92,89.14,-3.66,40.76,0.31,72.83,9.17,77.87,13.77,50.46,18.94,98.49,23.06,174.39,19.83,132.08,18.04,63.77,12.61,141.62,2.4,51.12,1.27,133.32,9.485,93.82083333333334
Canton,OH,88.2,7,56961.0,40.7985464,-81.3749508,2.77,119.04,3.95,46.88,4.52,101.75,11.12,89.41,14.69,41.49,18.69,65.93,22.65,131.23,20.85,159.89,18.2,11.56,12.72,74.3,4.77,36.96,4.32,65.3,11.604166666666666,78.645
Cape Girardeau,MO,88.1,10,54568.0,37.3034933,-89.5230357,5.38,117.14,6.93,105.0,8.18,189.49,13.99,98.28,19.88,48.39,23.49,33.0,25.93,200.55,24.73,193.83,21.76,33.82,15.56,73.44,8.8,14.44,6.18,31.51,15.0675,94.90750000000001
Carbondale,IL,83.5,15,49775.0,37.7274692,-89.216655,4.8,121.94,6.39,91.11,7.73,210.48,13.75,105.74,19.12,78.26,23.05,38.57,25.74,139.59,24.55,149.17,21.2,34.99,15.02,77.32,8.17,10.7,5.81,35.49,14.610833333333332,91.11333333333334
Carson City,NV,103.0,0,63498.0,39.1663259,-119.7670374,-1.25,92.16,0.84,34.26,2.63,66.15,8.97,6.01,13.6,28.95,16.82,37.84,23.91,0.0,21.28,26.78,16.65,22.6,12.0,3.85,5.66,15.08,3.7,14.57,10.400833333333333,29.020833333333332
Casper,WY,94.2,6,79846.0,42.8501191,-106.325138,-5.44,37.49,-5.11,14.12,-2.67,11.93,4.4,36.14,13.88,62.18,16.1,95.29,21.52,24.41,19.78,54.46,16.51,21.4,8.07,48.97,2.27,7.55,-0.1,3.08,7.434166666666669,34.751666666666665
Cedar Rapids,IA,88.1,23,63407.0,41.9758872,-91.6704053,-3.77,48.81,-2.23,68.12,2.14,26.29,9.89,42.08,17.31,56.08,21.66,61.04,22.99,51.08,23.01,47.49,19.89,26.12,12.05,102.01,3.78,14.72,1.72,44.63,10.703333333333333,49.03916666666667
Centralia,WA,103.3,14,59759.0,46.7204489,-122.96143,5.1,130.27,4.52,96.48,6.08,115.37,8.84,157.3,15.57,16.79,16.22,23.26,19.16,3.2,20.64,14.39,16.05,65.5,11.85,95.79,7.22,175.93,7.61,236.05,11.571666666666667,94.19416666666666
Chambersburg,PA,95.7,1,58380.0,39.9375112,-77.6612586,4.0,48.29,4.71,36.26,5.65,73.8,13.09,74.14,15.38,24.9,19.87,60.02,24.94,113.94,23.13,79.08,19.3,124.69,13.61,46.78,5.8,55.57,4.41,94.64,12.824166666666668,69.34249999999999
Champaign,IL,89.0,68,58838.0,40.1164841,-88.2430932,1.27,54.19,2.46,63.35,4.68,92.71,11.47,39.9,18.09,48.12,21.62,35.99,23.66,80.13,22.6,95.51,19.98,75.39,13.28,112.05,6.05,18.09,3.88,89.1,12.42,67.04416666666667
Charleston,WV,83.9,3,61400.0,38.3505995,-81.6332812,5.44,95.02,6.89,108.54,8.13,62.14,13.98,67.2,16.74,91.57,20.38,53.75,24.68,120.89,23.53,111.03,20.79,66.75,15.03,49.35,7.8,53.3,6.03,59.03,14.118333333333332,78.21416666666666
Charleston,SC,101.7,33,83294.0,32.7884363,-79.9399309,12.9,95.63,15.77,108.16,16.26,50.72,19.62,95.25,21.23,120.14,24.98,121.4,28.59,180.25,28.49,182.94,24.77,166.28,19.99,43.73,15.01,46.24,12.58,185.34,20.015833333333337,116.33999999999999
Charlotte,NC,97.9,41,82500.0,35.2272086,-80.8430827,8.73,148.14,11.49,80.63,11.74,63.61,15.57,150.72,18.28,81.39,21.92,106.9,26.25,112.32,25.67,136.7,21.65,38.69,16.25,25.23,10.28,54.46,7.59,165.44,16.285,97.01916666666669
Charlottesville,VA,102.1,158,,38.029306,-78.4766781,6.72,54.83,8.24,69.56,9.07,33.9,15.52,109.63,17.17,55.0,21.32,121.67,25.99,113.74,24.62,80.53,21.33,88.94,15.84,17.41,8.7,84.18,6.55,125.5,15.089166666666664,79.57416666666666
Chattanooga,TN,91.2,24,65525.0,35.0457219,-85.3094883,8.37,145.34,11.19,114.48,11.94,128.14,15.31,111.05,19.71,58.7,22.98,121.58,26.27,92.01,25.86,143.31,22.84,13.37,16.82,11.58,11.31,61.12,7.73,137.3,16.694166666666664,94.83166666666669
Cheyenne,WY,96.9,2,65150.0,41.139981,-104.820246,-3.69,37.28,-1.93,9.34,-0.71,12.62,5.48,37.71,12.93,73.39,15.94,95.98,20.34,95.84,20.0,80.16,16.96,11.89,8.59,23.3,3.62,7.94,1.04,7.58,8.214166666666667,41.085833333333326
Chicago,IL,100.1,179,77937.0,41.8755616,-87.6244212,0.75,56.27,1.38,89.04,3.71,65.68,10.59,46.37,16.01,18.41,20.75,55.94,23.5,234.62,22.89,60.58,20.12,91.74,13.27,69.65,6.36,24.11,4.72,68.74,12.004166666666668,73.42916666666667
Chico,CA,110.5,8,56847.0,39.7284945,-121.8374777,8.49,249.68,8.73,78.71,9.2,229.0,16.03,18.49,20.08,25.62,23.21,3.41,28.12,0.0,27.2,4.78,22.01,16.2,19.02,21.92,13.63,32.36,10.81,95.8,17.210833333333333,64.66416666666666
Chillicothe,OH,89.8,0,46934.0,39.3331197,-82.9824019,4.25,135.72,5.43,46.5,6.3,87.65,12.4,103.35,16.12,63.25,19.95,75.57,23.93,80.85,22.59,78.34,19.64,40.0,13.96,84.12,6.69,51.71,5.08,76.63,13.028333333333336,76.97416666666668
Cincinnati,OH,92.4,110,75833.0,39.1014537,-84.5124602,3.85,100.69,5.9,65.13,6.68,164.83,12.34,88.75,17.08,54.57,21.37,54.65,24.8,178.86,23.85,63.19,21.03,27.34,14.4,79.05,7.81,30.17,5.39,53.25,13.708333333333334,80.04
Claremont,NH,102.3,0,68216.0,43.3727579,-72.3382504,-0.74,109.31,-2.94,36.42,0.97,68.36,8.68,83.33,12.41,85.2,18.17,163.93,22.74,245.89,19.48,120.85,17.56,91.44,12.05,89.81,1.93,52.2,1.25,120.82,9.296666666666667,105.63
Clarksburg,WV,83.4,0,63351.0,39.2806451,-80.3445341,4.25,93.48,5.66,71.32,6.32,77.29,12.78,52.92,15.47,90.0,19.53,86.37,23.67,137.46,22.22,191.48,19.3,52.42,13.82,79.09,5.95,59.56,5.09,66.68,12.838333333333331,88.17250000000001
Clarksville,TN,88.7,17,52478.0,36.5277607,-87.3588703,7.32,161.21,9.62,82.08,10.7,131.32,14.79,90.8,20.07,115.98,23.9,36.58,26.53,144.28,25.47,160.69,22.58,62.35,15.48,31.81,10.9,58.66,7.61,41.92,16.2475,93.14
Clearlake,CA,108.8,0,48198.0,38.9582307,-122.626372,6.51,461.95,6.56,135.02,5.99,389.2,12.87,22.74,16.46,47.45,19.94,0.57,25.3,0.87,23.76,0.96,18.6,5.59,16.1,24.91,11.13,88.82,8.97,200.14,14.349166666666667,114.85166666666665
Cleveland,TN,89.5,9,50014.0,35.1595182,-84.8766115,7.86,153.98,10.56,117.42,11.35,140.16,14.82,106.77,19.19,79.16,22.1,125.59,25.48,126.25,25.09,164.32,22.24,18.83,16.38,7.78,10.91,44.94,7.17,178.51,16.09583333333333,105.30916666666666
Cleveland,OH,90.0,68,68360.0,41.4996574,-81.6936772,2.87,128.14,3.34,69.95,4.22,89.01,10.81,69.45,14.18,64.01,19.19,82.21,23.09,155.31,21.67,151.43,19.73,20.19,14.23,105.04,6.89,41.41,6.05,65.09,12.189166666666667,86.77
Coeur D'Alene,ID,103.3,6,63893.0,47.6742994,-116.7811531,0.37,43.99,0.25,30.24,3.38,42.4,6.03,33.75,16.68,70.03,18.0,21.58,21.64,2.51,20.43,27.37,15.22,18.76,8.9,20.38,2.59,78.12,0.91,61.79,9.533333333333333,37.57666666666667
College Station,TX,92.3,161,50236.0,30.6183939,-96.3455991,12.8,59.67,14.03,74.09,18.0,36.62,19.4,231.18,24.63,106.4,29.15,42.98,31.57,16.13,33.17,2.08,29.94,30.23,22.36,103.02,15.45,29.27,12.7,52.83,21.933333333333334,65.37500000000001
Colorado Springs,CO,102.2,29,65715.0,38.8339578,-104.825348,-1.47,14.69,-0.19,15.77,2.04,5.63,7.59,46.48,13.75,157.37,17.09,164.22,22.23,65.53,21.6,74.19,17.85,45.24,10.23,17.39,5.17,7.62,2.11,20.75,9.833333333333334,52.90666666666666
Columbia,MO,89.8,28,60158.0,38.951883,-92.3337366,2.43,30.35,4.41,60.58,6.46,60.61,13.37,21.4,19.2,57.68,23.59,66.91,25.89,97.24,24.65,142.87,21.58,11.12,14.79,73.15,7.84,18.26,5.55,73.83,14.146666666666667,59.50000000000001
Columbia,SC,91.9,57,57160.0,34.0003117,-81.0331309,10.37,140.08,13.65,95.46,14.24,82.57,17.84,112.4,19.69,103.05,23.8,137.94,27.57,95.05,27.48,147.28,23.08,75.4,17.84,39.83,12.34,83.57,9.69,123.75,18.132499999999997,103.03166666666665
Columbus,GA,88.5,9,51442.0,32.4610708,-84.9880449,10.99,195.84,14.2,67.43,15.28,119.8,17.76,87.66,20.99,114.95,24.48,206.2,27.46,144.65,27.9,99.2,24.24,31.69,18.29,81.93,12.79,66.86,9.86,46.04,18.686666666666667,105.1875
Columbus,IN,89.1,0,,39.2014405,-85.9213796,3.92,92.59,4.91,58.55,6.61,172.57,12.73,77.28,17.5,52.03,21.7,53.24,24.12,171.49,22.77,112.95,20.62,19.55,14.74,54.66,7.33,16.05,5.12,41.83,13.505833333333335,76.89916666666666
Columbus,OH,93.9,246,63874.0,39.9622601,-83.0007065,2.91,101.11,5.01,39.89,5.7,138.31,12.19,79.95,16.66,73.13,20.46,101.79,24.19,156.53,22.56,113.79,19.94,16.79,14.11,70.5,6.65,46.15,5.4,66.05,12.98166666666667,83.66583333333331
